"Console Name","Game Name","Price","Condition","Rating","Region","Included","Quantity","UPC","Sold","Sold-Date"
"Xbox One","forza mortorsport 6","","","","","","0","885370901450","",""
"Xbox One","resident evil revelations ","","","","","","1","13388550319","",""
"Xbox One","assassins creed iv black flag ","","","","","","1","8888538110","",""
"Xbox One","fallout new vegas ultimate edition ","","","","","","0","93155125919","",""
"Xbox One","the crew ","","","","","","1","887256300913","",""
"Xbox One","toy soilders war chest ","","","","","","1","887256001346","",""
"Xbox One","scribblenauts showdown","","","","","","1","883929632107","",""
"Xbox One","metal gear survive ","","","","","","1","83717302384","",""
"Xbox One","geometry wars 3","","","","","","0","47875771567","",""
"Xbox One","team sonic racing ","","","","","","1","","",""
"Xbox One","ufc","","","","","","1","14633731194","",""
"Xbox One","gta iv","","","","","","1","710425390128","",""
"Xbox One","atack on titan 2","","","","","","1","40198002974","",""
"Xbox One","fifa 16","","","","","","1","14633369281","",""
"Xbox One","fifa 15","","","","","","0","14633367799","",""
"Xbox One","forza 5","","","","","","0","885370801637","",""
"Xbox One","assassins creed 3 remastered ","","","","","","1","887256039394","",""
"Xbox One","song of the deap ","","","","","","0","653341120014","",""
"Xbox One","samurai showdown ","","","","","","0","850007806019","",""
"Xbox One","alekhine's gun ","","","","","","1","814290013202","",""
"Xbox One","tropico 5","","","","","","1","848466000642","",""
"Xbox One","yoku's island adventure ","","","","","","1","812303011474","",""
"Xbox One","this is the police ","","","","","","1","811994020826","",""
"Xbox One","metro redux ","","","","","","0","816819011584","",""
"Xbox One","sniper elite 3 ultimate edition","","","","","","1","812872018430","",""
"Xbox One","prison architect ","","","","","","1","812303010545","",""
"Xbox One","oblivion ","","","","","","0","93155118157","",""
"Xbox One","state of decay 2 ","","","","","","0","889842223583","",""
"Xbox One","just dance 2016 ","","","","","","0","887256014025","",""
"Xbox One","pharaonic","","","","","","1","852103006836","",""
"Xbox One","the outer worlds ","","","","","","0","","",""
"Xbox One","lego dc super villians ","","","","","","1","883929648283","",""
"Xbox One","battlefield 4","","","","","","1","14633730296","",""
"PlayStation 2","ONI","","","","","","1","710425270536","",""
"PlayStation 2","guilty gear x","","","","","","2","808777602874","",""
"PlayStation 2","phantom brave","","","","","","1","730865530083","",""
"PlayStation 2","Wolverine's Revenge 2","","","","","","3","47875805972","",""
"PlayStation 2","wwe Smack down vs raw 06","","","","","","13","752919460757","",""
"PlayStation 2","medal of honor front line ","","","","","","10","14633143812","",""
"PlayStation 2","yu gi oh capsule monster coliseum","","","","","","0","83717201199","",""
"PlayStation 2","yu yu hankusho ghostfiles dark tourniment","","","","","","1","742725250994","",""
"PlayStation 2","xmen legends","","","","","","7","47875805736","",""
"PlayStation 2","wwf smack down just bring it ","","","","","","2","752919460023","",""
"PlayStation 2","wwe Smack down vs raw","","","","","","11","752919460597","",""
"PlayStation 2","xmen origins wolverine ","","","","","","0","47875836013","",""
"PlayStation 2","medal of honor rising sun","","","","","","7","14633147070","",""
"PlayStation 2","Zapper one wicked cricket ","","","","","","1","742725238367","",""
"PlayStation 2","zone of the enders ","","","","","","0","83717200161","",""
"PlayStation 2","Smack down vs raw 07","","","","","","6","752919460955","",""
"PlayStation 2","xmen legends 2","","","","","","0","47875810334","",""
"PlayStation 2","true crime new york city ","","","","","","3","47875809970","",""
"PlayStation 2","true cime streets of la ","","","","","","7","47875804272","",""
"PlayStation 2","twisted metal black ","","","","","","6","711719710127","",""
"PlayStation 2","Transformers the game ","","","","","","10","47875819757","",""
"PlayStation 2","Transformers revenge of the fallen ","","","","","","5","47875835733","",""
"PlayStation 2","Blitz the league ","","","","","","5","31719268917","",""
"PlayStation 2","Turok evolution ","","","","","","3","21481232735","",""
"PlayStation 2","Blade 3 ","","","","","","2","47875804234","",""
"PlayStation 2","boogie","","","","","","7","14633158960","",""
"PlayStation 2","bloodrayne 2","","","","","","1","96427013341","",""
"PlayStation 2","bloodrayne ","","","","","","1","96427012900","",""
"PlayStation 2","bode miller alpine skiing","","","","","","2","853333001042","",""
"PlayStation 2","bolt","","","","","","4","712725005375","",""
"PlayStation 2","black","","","","","","5","14633151053","",""
"PlayStation 2","8","","","","","","11","8888320357","",""
"PlayStation 2","ghost recon 2 ","","","","","","2","8888321644","",""
"PlayStation 2","ghost recon advanced warfighter ","","","","","","8","8888322801","",""
"PlayStation 2","ghost recon jungle storm ","","","","","","6","8888321668","",""
"PlayStation 2","splinter cell ","","","","","","11","8888320425","",""
"PlayStation 2","tokyo xtreme racer drift ","","","","","","3","650008399509","",""
"PlayStation 2","tokyo xtreme racer drift 2 ","","","","","","3","650008399578","",""
"PlayStation 2","tokyo xtreme racer drift 3 ","","","","","","7","650008399196","",""
"PlayStation 2","tna impact ","","","","","","3","31719269822","",""
"PlayStation 2","treasure planet classics ","","","","","","1","712725001742","",""
"PlayStation 2","treasure planet classics ","","","","","","4","711719714620","",""
"PlayStation 2","tribes aerial assault ","","","","","","3","20626712446","",""
"PlayStation 2","triggerman ","","","","","","6","650008399233","",""
"PlayStation 2","tomb raider underworld ","","","","","","1","788687500784","",""
"PlayStation 2","lara croft tomb raider legend ","","","","","","5","788687500487","",""
"PlayStation 2","thunder strike operatioin phoenix","","","","","","5","788687500043","",""
"PlayStation 2","smugglers run ","","","","","","7","710425270550","",""
"PlayStation 2","sno cross 2 ","","","","","","2","650008399318","",""
"PlayStation 2","bad boys miami takedown ","","","","","","7","650008399271","",""
"PlayStation 2","battle for the pacific ","","","","","","2","47875754874","",""
"PlayStation 2","smugglers run 2 ","","","","","","4","710425270857","",""
"PlayStation 2","batman begins ","","","","","","3","14633151121","",""
"PlayStation 2","bee movie game ","","","","","","4","47875830851","",""
"PlayStation 2","bass strike ","","","","","","3","752919460061","",""
"PlayStation 2","backyard wreasling dont try this at home ","","","","","","4","788687500142","",""
"PlayStation 2","shellshock nam 67","","","","","","4","788687500227","",""
"PlayStation 2","sea world shamus deep sea adventures ","","","","","","2","47875751132","",""
"PlayStation 2","shinobi","","","","","","0","10086630169","",""
"PlayStation 2","beach volleyball ","","","","","","1","21481233190","",""
"PlayStation 2","ben 10 protector of the earth ","","","","","","3","879278120013","",""
"PlayStation 2","ben 10 alien force vilgax attacks ","","","","","","1","879278120099","",""
"PlayStation 2","ben 10 alien force ","","","","","","1","879278120051","",""
"PlayStation 2","beyond good and evil ","","","","","","0","8888321125","",""
"PlayStation 2","tomb raider the angal of darkness ","","","","","","3","788687500098","",""
"PlayStation 2","bionicle ","","","","","","1","14633146806","",""
"PlayStation 2","bicker mice from mars ","","","","","","0","855433001557","",""
"PlayStation 2","big mutha truckers ","","","","","","0","752919460443","",""
"PlayStation 2","backyard wrestling there goes the neighborhood ","","","","","","2","788687500265","",""
"PlayStation 2","battlestar galactica","","","","","","4","20626718974","",""
"PlayStation 2","bakugan battle brawlers ","","","","","","2","47875759954","",""
"PlayStation 2","beat down fists of vengeance ","","","","","","1","13388290161","",""
"PlayStation 2","showdown legends of wrestling ","","","","","","3","21481233091","",""
"PlayStation 2","socom us navy seals ","","","","","","22","711719713425","",""
"PlayStation 2","rainbow six 3 ","","","","","","3","8888320494","",""
"PlayStation 2","shadow man 2 second coming ","","","","","","0","21481232230","",""
"PlayStation 2","backyard baseball alex ","","","","","","5","742725250284","",""
"PlayStation 2","shadow the hedgehog ","","","","","","3","10086630879","",""
"PlayStation 2","tokyo xtreme racer zero ","","","","","","2","650008399080","",""
"PlayStation 2","shrek 2 ","","","","","","9","47875807495","",""
"PlayStation 2","atv offroad fury 3 ","","","","","","3","711719740520","",""
"PlayStation 2","atv offroad fury 2 ","","","","","","2","711719721123","",""
"PlayStation 2","avatar the burning earth ","","","","","","1","752919461204","",""
"PlayStation 2","avatar the last airbender ","","","","","","4","752919460979","",""
"PlayStation 2","atv 2 quad power racing ","","","","","","7","21481233022","",""
"PlayStation 2","shark tale ","","","","","","2","47875806979","",""
"PlayStation 2","def jam vedetta ","","","","","","0","14633144291","",""
"PlayStation 2","armored core 2 ","","","","","","2","93992089405","",""
"PlayStation 2","armored core 3 ","","","","","","3","93992089801","",""
"PlayStation 2","armored core last raven ","","","","","","1","93992097608","",""
"PlayStation 2","arthur and the invisibles the game","","","","","","0","742725273948","",""
"PlayStation 2","army men sarges heroes 2 ","","","","","","","790561509219","",""
"PlayStation 2","astro boy the video game ","","","","","","1","879278120105","",""
"PlayStation 2","athens 04","","","","","","1","711719737926","",""
"PlayStation 2","arctic thunder ","","","","","","1","31719268412","",""
"PlayStation 2","atv offroad fury ","","","","","","3","711719710424","",""
"PlayStation 2","ssx","","","","","","9","14633142105","",""
"PlayStation 2","atv offroad fury 4","","","","","","2","711719747925","",""
"PlayStation 2","sega super stars tennis ","","","","","","5","10086631203","",""
"PlayStation 2","backyard football 06","","","","","","1","742725265349","",""
"PlayStation 2","arc the lad twilight of the spirits ","","","","","","3","711719723127","",""
"PlayStation 2","duel masters limited edition ","","","","","","2","742725244214","",""
"PlayStation 2","the dukes of hazzard return of the general lee ","","","","","","0","8888322047","",""
"PlayStation 2","dynasty warriors 3 ","","","","","","1","40198001144","",""
"PlayStation 2","dynasty warriors 4","","","","","","3","40198001212","",""
"PlayStation 2","dynasty warriors 5 empires ","","","","","","1","40198001502","",""
"PlayStation 2","spiderman ","","","","","","7","47875803015","",""
"PlayStation 2","the sopranoa road to respect LE","","","","","","0","752919461068","",""
"PlayStation 2","Guitar hero encore rocks the 80s","","","","","","9","47875950719","",""
"PlayStation 2","Guitar hero ","","","","","","12","894312000137","",""
"PlayStation 2","guitar hero 2 ","","","","","","22","47875950351","",""
"PlayStation 2","spiderman 2","","","","","","7","47875805859","",""
"PlayStation 2","Guitar hero 3 ","","","","","","42","47875951358","",""
"PlayStation 2","Shaun Plamer's Pro SnowBoarder","","","","","","1","47875801837","",""
"PlayStation 2","Sonic Heros ","","","","","","3","10086630398","",""
"PlayStation 2","socom 2","","","","","","10","711719727521","",""
"PlayStation 2","socom combined assault","","","","","","1","711719754527","",""
"PlayStation 2","smash court tennis ","","","","","","1","722674021326","",""
"PlayStation 2","baja 1000","","","","","","1","47875756731","",""
"PlayStation 2","barbarian","","","","","","0","91493024390","",""
"PlayStation 2","Barbie horse adventures","","","","","","0","20626720557","",""
"PlayStation 2","Barn Yard","","","","","","1","752919460689","",""
"PlayStation 2","Barbie 12 dancing princess","","","","","","0","47875753099","",""
"PlayStation 2","Smack down vs raw 2008","","","","","","16","752919461150","",""
